"filename", "language", "PostCSS", "JavaScript", "JSON", "Markdown", "HTML", "Dotenv", "C#", "XML", "Properties", "comment", "blank", "total"
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\pages\Courier\CourierShipmentsList.js", "JavaScript", 0, 185, 0, 0, 0, 0, 0, 0, 0, 1, 18, 204
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\pages\HomePage.js", "JavaScript", 0, 516, 0, 0, 0, 0, 0, 0, 0, 19, 41, 576
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\pages\NotFoundPage.js", "JavaScript", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\pages\Returns\ReturnsList.js", "JavaScript", 0, 563, 0, 0, 0, 0, 0, 0, 0, 10, 46, 619
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\pages\auth\ChangePasswordPage.js", "JavaScript", 0, 143, 0, 0, 0, 0, 0, 0, 0, 5, 19, 167
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\pages\auth\ForgotPassword.js", "JavaScript", 0, 111, 0, 0, 0, 0, 0, 0, 0, 4, 15, 130
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\pages\auth\Login.js", "JavaScript", 0, 138, 0, 0, 0, 0, 0, 0, 0, 4, 21, 163
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\pages\auth\Register.js", "JavaScript", 0, 202, 0, 0, 0, 0, 0, 0, 0, 5, 24, 231
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\pages\auth\ResetPassword.js", "JavaScript", 0, 157, 0, 0, 0, 0, 0, 0, 0, 6, 24, 187
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\pages\auth\authValidation.js", "JavaScript", 0, 102, 0, 0, 0, 0, 0, 0, 0, 10, 27, 139
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\pages\companyCrud\CompaniesList.js", "JavaScript", 0, 304, 0, 0, 0, 0, 0, 0, 0, 3, 32, 339
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\pages\companyCrud\CompanyEdit.js", "JavaScript", 0, 213, 0, 0, 0, 0, 0, 0, 0, 6, 16, 235
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\pages\companyCrud\CompanyIntegrations.js", "JavaScript", 0, 202, 0, 0, 0, 0, 0, 0, 0, 7, 26, 235
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\pages\companyCrud\CompanyMembers.js", "JavaScript", 0, 175, 0, 0, 0, 0, 0, 0, 0, 5, 12, 192
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\pages\companyCrud\companyValidation.js", "JavaScript", 0, 62, 0, 0, 0, 0, 0, 0, 0, 7, 12, 81
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\pages\orderCrud\OrderAdd.js", "JavaScript", 0, 250, 0, 0, 0, 0, 0, 0, 0, 2, 23, 275
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\pages\orderCrud\OrderDetailPage.js", "JavaScript", 0, 503, 0, 0, 0, 0, 0, 0, 0, 5, 35, 543
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\pages\orderCrud\OrderEdit.js", "JavaScript", 0, 267, 0, 0, 0, 0, 0, 0, 0, 8, 29, 304
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\pages\orderCrud\OrderPage.js", "JavaScript", 0, 313, 0, 0, 0, 0, 0, 0, 0, 7, 18, 338
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\pages\orderCrud\orderValidation.js", "JavaScript", 0, 49, 0, 0, 0, 0, 0, 0, 0, 7, 15, 71
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\pages\productCrud\ProductAdd.js", "JavaScript", 0, 151, 0, 0, 0, 0, 0, 0, 0, 0, 20, 171
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\pages\productCrud\ProductEdit.js", "JavaScript", 0, 162, 0, 0, 0, 0, 0, 0, 0, 0, 16, 178
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\pages\productCrud\ProductPage.js", "JavaScript", 0, 241, 0, 0, 0, 0, 0, 0, 0, 2, 13, 256
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\pages\shipmentPages\ShipmentRegistration.js", "JavaScript", 0, 288, 0, 0, 0, 0, 0, 0, 0, 20, 36, 344
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\pages\shipmentPages\ShipmentsPage.js", "JavaScript", 0, 371, 0, 0, 0, 0, 0, 0, 0, 9, 24, 404
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\pages\shipmentPages\shipmentValidation.js", "JavaScript", 0, 52, 0, 0, 0, 0, 0, 0, 0, 9, 12, 73
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\pages\userCrud\Profile.js", "JavaScript", 0, 312, 0, 0, 0, 0, 0, 0, 0, 8, 29, 349
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\pages\userCrud\TrackingPage.js", "JavaScript", 0, 300, 0, 0, 0, 0, 0, 0, 0, 3, 28, 331
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\pages\userCrud\UserAdd.js", "JavaScript", 0, 125, 0, 0, 0, 0, 0, 0, 0, 2, 8, 135
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\pages\userCrud\UserEdit.js", "JavaScript", 0, 146, 0, 0, 0, 0, 0, 0, 0, 3, 10, 159
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\pages\userCrud\UserHome.js", "JavaScript", 0, 189, 0, 0, 0, 0, 0, 0, 0, 1, 14, 204
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\pages\userCrud\UsersPage.js", "JavaScript", 0, 253, 0, 0, 0, 0, 0, 0, 0, 0, 14, 267
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\pages\userCrud\userValidation.js", "JavaScript", 0, 59, 0, 0, 0, 0, 0, 0, 0, 4, 17, 80
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\reportWebVitals.js", "JavaScript", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\services\AuthContext.js", "JavaScript", 0, 119, 0, 0, 0, 0, 0, 0, 0, 2, 14, 135
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\services\CompanySwitchGuard.js", "JavaScript", 0, 26, 0, 0, 0, 0, 0, 0, 0, 1, 4, 31
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\services\api.js", "JavaScript", 0, 141, 0, 0, 0, 0, 0, 0, 0, 31, 46, 218
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\setupTests.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 1, 6
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\styles\AddButton.css", "PostCSS", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 43
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\styles\Auth.css", "PostCSS", 200, 0, 0, 0, 0, 0, 0, 0, 0, 11, 35, 246
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\styles\ClientFooter.css", "PostCSS", 96, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13, 113
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\styles\ClientHeader.css", "PostCSS", 234, 0, 0, 0, 0, 0, 0, 0, 0, 8, 35, 277
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\styles\ClientOrdersPage.css", "PostCSS", 675, 0, 0, 0, 0, 0, 0, 0, 0, 23, 77, 775
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\styles\CompaniesList.css", "PostCSS", 158, 0, 0, 0, 0, 0, 0, 0, 0, 11, 45, 214
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\styles\CompanyIntegrations.css", "PostCSS", 288, 0, 0, 0, 0, 0, 0, 0, 0, 2, 48, 338
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\styles\CompanyMembers.css", "PostCSS", 35, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 46
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\styles\CourierHeader.css", "PostCSS", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 28
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\styles\CourierLayout.css", "PostCSS", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\styles\CourierPages.css", "PostCSS", 663, 0, 0, 0, 0, 0, 0, 0, 0, 27, 79, 769
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\styles\Dashboard.css", "PostCSS", 664, 0, 0, 0, 0, 0, 0, 0, 0, 18, 107, 789
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\styles\DataTable.css", "PostCSS", 185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 216
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\styles\DropdownMenu.css", "PostCSS", 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 54
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\styles\Footer.css", "PostCSS", 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 52
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\styles\FormPageLayout.css", "PostCSS", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 34
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\styles\Header.css", "PostCSS", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\styles\LockerPicker.css", "PostCSS", 202, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10, 221
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\styles\Navbar.css", "PostCSS", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\styles\NotificationsPanel.css", "PostCSS", 352, 0, 0, 0, 0, 0, 0, 0, 0, 23, 58, 433
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\styles\OrderDetail.css", "PostCSS", 578, 0, 0, 0, 0, 0, 0, 0, 0, 19, 100, 697
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\styles\Profile.css", "PostCSS", 607, 0, 0, 0, 0, 0, 0, 0, 0, 142, 110, 859
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\styles\ReturnFormModal.css", "PostCSS", 500, 0, 0, 0, 0, 0, 0, 0, 0, 21, 45, 566
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\styles\ReturnsList.css", "PostCSS", 395, 0, 0, 0, 0, 0, 0, 0, 0, 26, 37, 458
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\styles\RightDrawerSidebar.css", "PostCSS", 787, 0, 0, 0, 0, 0, 0, 0, 0, 61, 146, 994
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\styles\ShipmentLabels.css", "PostCSS", 164, 0, 0, 0, 0, 0, 0, 0, 0, 9, 25, 198
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\styles\ShipmentMap.css", "PostCSS", 48, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 57
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\styles\ShipmentRegistration.css", "PostCSS", 23, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 29
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\styles\SidebarLeft.css", "PostCSS", 374, 0, 0, 0, 0, 0, 0, 0, 0, 11, 85, 470
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\styles\SignInButtons.css", "PostCSS", 388, 0, 0, 0, 0, 0, 0, 0, 0, 15, 23, 426
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\styles\SmartForm.css", "PostCSS", 858, 0, 0, 0, 0, 0, 0, 0, 0, 21, 136, 1015
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\styles\StatusBadge.css", "PostCSS", 67, 0, 0, 0, 0, 0, 0, 0, 0, 11, 10, 88
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\styles\TableToolbar.css", "PostCSS", 101, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20, 124
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\styles\TrackingPage.css", "PostCSS", 289, 0, 0, 0, 0, 0, 0, 0, 0, 16, 41, 346
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\styles\UserHome.css", "PostCSS", 324, 0, 0, 0, 0, 0, 0, 0, 0, 9, 48, 381
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\styles\UserPage.css", "PostCSS", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 27
"c:\Users\Ignas\Desktop\KTU\VIII semestras\Bakalauro baigiamasis projektas\Siuntų valdymo posistemė\frontend\react-app\src\styles\validation-styles.css", "PostCSS", 81, 0, 0, 0, 0, 0, 0, 0, 0, 9, 14, 104
"Total", "-", 9654, 12238, 3557, 38, 20, 2, -8884, -2875, -19, 186, 825, 14742